accident_index,accident_severity,number_of_vehicles,number_of_casualties,day_of_week,hour_of_day,road_type,speed_limit,junction_control,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,vehicle_type
ACC068712,3,1,1,1,9,6,50,4,1,9,1,2,1
ACC068713,3,4,2,4,9,2,30,0,5,1,4,2,5
ACC068714,2,1,2,6,8,9,30,1,4,4,1,1,1
ACC068715,3,3,3,1,12,2,30,2,4,1,2,1,2
ACC068716,2,2,2,7,7,1,40,1,5,3,2,1,1
ACC068717,3,2,3,4,11,3,30,1,7,7,2,1,3
ACC068718,3,2,1,7,16,12,30,4,1,1,1,1,1
ACC068719,3,4,2,6,10,9,20,4,4,1,1,2,5
ACC068720,3,2,1,2,18,9,60,2,5,1,2,1,11
ACC068721,1,2,2,1,7,12,30,1,1,4,5,1,1
ACC068722,3,2,2,1,7,12,30,0,1,2,2,1,1
ACC068723,3,2,2,2,20,6,70,1,1,2,2,2,1
ACC068724,3,2,1,1,12,2,30,0,1,4,1,2,1
ACC068725,3,2,1,4,12,2,30,1,1,5,4,1,1
ACC068726,3,2,1,5,7,12,40,0,5,7,2,1,1
ACC068727,3,3,1,4,12,2,30,0,7,1,2,1,4
ACC068728,3,2,1,5,20,2,30,4,5,1,3,1,3
ACC068729,2,2,4,1,8,1,50,0,6,6,2,1,3
ACC068730,3,2,3,5,18,1,30,1,1,2,1,1,2
ACC068731,2,3,2,1,19,12,70,0,4,2,2,2,5
ACC068732,3,2,3,4,11,12,70,1,1,7,1,1,1
ACC068733,3,3,1,7,15,2,70,0,6,3,3,1,1
ACC068734,3,2,1,6,10,1,30,1,4,2,1,1,9
ACC068735,3,2,2,2,16,7,70,1,4,1,1,1,1
ACC068736,3,1,1,5,12,7,30,4,1,6,1,1,5
ACC068737,3,2,5,3,9,2,30,0,1,1,1,2,2
ACC068738,3,4,2,2,7,2,60,2,4,1,4,1,5
ACC068739,3,2,3,6,12,9,30,0,1,7,1,2,9
ACC068740,3,1,1,7,20,1,70,0,4,2,1,1,1
ACC068741,2,2,5,2,7,2,30,1,1,2,3,2,5
ACC068742,3,3,2,7,14,3,30,2,6,2,1,2,1
ACC068743,3,2,2,4,14,9,30,0,4,1,4,2,1
ACC068744,1,3,1,3,3,9,30,1,1,2,1,1,1
ACC068745,3,2,2,4,10,1,60,2,6,4,3,1,1
ACC068746,3,2,1,3,15,2,30,1,1,1,2,2,3
ACC068747,3,2,2,6,13,7,60,0,5,2,1,1,2
ACC068748,3,2,1,1,7,1,30,2,4,1,2,1,1
ACC068749,3,2,2,5,13,12,70,0,7,2,1,1,1
ACC068750,2,1,5,1,8,9,70,0,1,3,4,2,1
ACC068751,3,2,1,4,20,2,60,0,1,2,4,1,1
ACC068752,3,2,1,6,18,12,30,1,6,5,5,1,3
ACC068753,3,1,3,1,1,2,60,2,4,1,3,2,11
ACC068754,3,2,3,1,16,1,30,2,4,2,4,1,1
ACC068755,3,3,2,3,4,2,50,2,4,1,2,1,11
ACC068756,3,2,1,3,17,2,70,1,6,3,1,2,1
ACC068757,2,1,2,7,12,9,70,2,6,1,2,1,1
ACC068758,3,2,1,3,2,1,60,0,4,2,3,2,9
ACC068759,3,4,1,7,8,6,40,4,6,1,2,2,4
ACC068760,2,2,1,6,18,12,70,2,1,9,1,1,1
ACC068761,3,3,1,5,19,2,70,2,1,4,2,1,1
ACC068762,3,2,1,6,13,12,30,0,5,1,1,1,3
ACC068763,3,2,3,3,13,1,30,4,6,2,1,1,9
ACC068764,3,1,1,5,9,2,60,0,7,2,1,1,1
ACC068765,3,4,2,3,7,1,60,1,7,8,1,1,1
ACC068766,3,1,2,3,15,7,30,0,6,4,1,1,9
ACC068767,2,2,1,4,7,12,40,2,1,1,2,1,1
ACC068768,2,1,2,5,9,3,30,0,1,8,5,1,3
ACC068769,2,4,2,6,13,2,60,0,1,1,1,1,11
ACC068770,3,2,1,5,5,2,30,0,7,2,1,1,1
ACC068771,3,3,1,5,13,12,30,0,1,3,2,1,5
ACC068772,3,2,3,7,7,1,70,2,4,1,1,2,5
ACC068773,3,2,2,5,13,2,60,1,6,7,2,2,1
ACC068774,3,4,1,1,18,1,30,2,1,1,2,1,1
ACC068775,3,2,3,3,21,3,60,0,4,1,4,1,1
ACC068776,2,2,1,3,7,2,60,2,1,1,1,1,3
ACC068777,2,2,2,5,17,3,30,1,1,5,3,2,2
ACC068778,1,2,2,6,7,2,60,0,4,1,2,2,2
ACC068779,3,2,2,3,16,3,30,2,1,1,1,1,1
ACC068780,3,1,1,2,23,6,30,4,4,1,1,1,11
ACC068781,3,2,4,1,5,2,30,2,1,1,1,1,2
ACC068782,3,2,1,1,12,2,60,1,6,2,1,2,1
ACC068783,3,3,1,6,13,9,60,1,4,1,1,1,1
ACC068784,2,2,2,2,15,9,70,1,1,1,2,1,1
ACC068785,3,3,3,7,11,7,50,4,1,1,1,2,1
ACC068786,3,4,3,7,18,7,60,1,5,2,1,2,4
ACC068787,3,1,2,4,7,2,30,0,1,1,2,2,1
ACC068788,2,2,2,6,13,7,30,2,1,2,1,1,1
ACC068789,3,2,1,5,19,3,30,4,1,1,2,1,11
ACC068790,2,4,4,1,11,2,30,2,6,6,2,1,1
ACC068791,2,1,2,7,5,12,30,0,5,1,1,1,3
ACC068792,1,2,2,6,23,9,30,0,1,4,1,2,9
ACC068793,2,2,4,1,20,9,30,2,1,4,1,1,1
ACC068794,3,4,2,1,14,9,70,0,1,9,2,1,11
ACC068795,2,3,1,5,11,9,30,4,1,3,3,1,1
ACC068796,3,1,1,6,17,7,40,0,1,1,1,1,9
ACC068797,3,3,2,3,13,2,40,2,1,1,1,2,3
ACC068798,3,2,2,5,14,12,20,2,5,1,2,2,2
ACC068799,1,2,1,1,6,1,30,0,7,5,5,1,5
ACC068800,2,3,2,4,12,1,70,1,1,1,1,2,1
ACC068801,2,3,1,5,18,7,60,1,1,3,1,1,4
ACC068802,3,2,1,5,8,2,70,1,1,2,2,1,3
ACC068803,2,1,1,1,14,2,70,0,4,5,1,1,1
ACC068804,3,2,4,4,21,3,30,0,4,3,2,1,4
ACC068805,3,3,2,2,17,3,20,2,4,1,1,2,4
ACC068806,3,2,1,5,20,2,30,0,1,4,2,2,1
ACC068807,2,2,1,6,7,1,50,0,4,1,2,2,4
ACC068808,3,3,1,2,9,1,40,1,1,4,3,1,1
ACC068809,3,2,2,6,17,2,60,0,7,7,3,2,1
ACC068810,2,1,1,6,3,2,40,2,1,7,1,2,5
ACC068811,3,4,1,1,7,9,70,2,4,1,2,1,5
ACC068812,3,2,1,2,18,1,40,1,1,1,1,1,1
ACC068813,3,1,2,7,20,9,50,1,1,4,2,2,1
ACC068814,2,2,1,4,13,7,60,1,1,3,4,1,4
ACC068815,3,1,1,7,13,3,30,2,4,1,1,1,11
ACC068816,3,2,3,2,10,2,70,0,1,2,1,2,1
ACC068817,3,2,1,6,18,6,20,1,4,1,2,1,1
ACC068818,3,4,1,7,13,7,30,0,4,2,1,1,1
ACC068819,3,2,1,6,18,9,60,0,6,5,1,2,1
ACC068820,3,2,1,6,21,3,60,4,1,2,5,2,1
ACC068821,3,2,2,6,8,3,40,2,4,1,1,2,1
ACC068822,3,3,1,5,9,6,50,2,1,9,2,1,2
ACC068823,3,1,1,6,7,2,30,0,5,1,2,1,11
ACC068824,3,3,1,4,18,1,30,1,1,1,1,1,11
ACC068825,2,3,2,4,10,12,50,1,1,1,2,1,11
ACC068826,2,2,1,6,15,7,40,2,1,1,2,1,11
ACC068827,3,3,2,6,8,1,30,0,1,1,5,1,9
ACC068828,3,4,1,6,15,9,60,4,7,4,1,2,3
ACC068829,3,2,5,2,10,6,30,2,1,2,1,2,1
ACC068830,2,2,1,1,20,2,60,4,1,2,2,2,11
ACC068831,2,2,1,7,16,2,60,0,1,5,2,2,1
ACC068832,3,3,1,7,9,1,30,2,5,9,1,1,1
ACC068833,2,2,2,7,5,7,20,1,4,1,2,2,3
ACC068834,3,2,1,2,13,2,60,1,4,1,1,1,5
ACC068835,3,2,1,6,14,9,50,1,5,3,2,1,1
ACC068836,3,3,2,6,13,2,40,2,1,2,2,2,1
ACC068837,3,1,1,5,6,9,60,1,7,1,1,2,11
ACC068838,2,2,3,6,18,1,30,0,1,2,1,2,9
ACC068839,3,2,1,5,5,3,30,4,5,3,2,2,5
ACC068840,3,2,2,3,3,2,30,0,4,9,3,1,1
ACC068841,3,2,1,4,7,7,50,1,4,2,1,1,11
ACC068842,3,2,1,3,18,2,70,1,1,2,1,1,1
ACC068843,3,2,1,1,2,2,70,0,1,4,5,2,5
ACC068844,1,3,1,7,17,3,30,1,6,1,1,2,5
ACC068845,2,2,2,5,12,9,60,0,6,3,2,1,1
ACC068846,2,2,1,1,19,9,60,1,1,2,1,1,1
ACC068847,3,2,1,6,10,1,30,1,4,1,1,1,1
ACC068848,3,1,1,7,16,9,60,1,4,2,4,1,4
ACC068849,3,2,1,4,11,7,70,1,5,1,2,1,5
ACC068850,3,2,1,1,12,1,60,0,6,2,2,1,3
ACC068851,3,2,3,2,12,9,40,0,4,1,3,1,11
ACC068852,3,2,3,5,1,12,60,1,1,1,1,1,11
ACC068853,3,3,2,2,6,9,60,0,1,1,3,1,1
ACC068854,3,2,1,4,2,12,70,4,4,1,2,1,1
ACC068855,3,1,1,6,19,9,30,0,5,2,2,1,9
ACC068856,3,2,1,1,13,2,20,1,7,1,2,1,1
ACC068857,3,1,3,7,16,12,50,0,1,1,3,2,1
ACC068858,3,2,1,3,9,2,70,2,4,5,2,2,1
ACC068859,1,4,2,2,7,1,40,2,4,6,2,2,1
ACC068860,3,1,1,2,11,2,30,0,1,2,3,1,5
ACC068861,3,2,2,3,8,2,60,1,1,2,2,1,9
ACC068862,3,2,2,4,16,9,70,4,4,2,2,1,4
ACC068863,3,3,2,4,16,1,30,4,1,1,1,2,11
ACC068864,2,2,1,1,8,2,30,1,7,9,3,2,5
ACC068865,3,2,1,5,15,2,60,1,4,3,1,2,9
ACC068866,3,2,1,5,18,2,70,0,1,1,3,2,1
ACC068867,3,2,1,6,6,7,60,0,1,1,2,1,3
ACC068868,3,2,2,4,12,1,70,4,6,2,1,1,9
ACC068869,3,2,4,4,17,9,60,0,1,1,1,2,11
ACC068870,3,2,1,6,6,1,30,2,1,1,3,1,2
ACC068871,2,2,4,2,15,6,70,0,1,4,2,1,4
ACC068872,2,2,1,2,10,2,30,0,1,1,1,1,1
ACC068873,3,2,2,4,18,7,30,0,4,3,1,1,3
ACC068874,3,2,2,2,2,3,30,1,1,7,1,2,9
ACC068875,2,2,4,4,9,1,30,0,5,1,2,2,1
ACC068876,1,2,1,6,11,7,20,4,1,1,1,2,3
ACC068877,2,3,1,7,6,7,70,0,1,7,2,1,1
ACC068878,1,1,2,3,16,6,40,1,1,1,3,1,1
ACC068879,2,2,1,1,19,2,40,1,1,1,1,2,3
ACC068880,1,2,3,5,7,1,70,0,4,5,1,1,1
ACC068881,3,1,1,6,13,2,30,1,1,1,1,1,1
ACC068882,3,2,1,7,5,9,60,2,4,1,1,2,1
ACC068883,3,1,2,4,14,7,60,0,6,1,1,2,3
ACC068884,2,3,2,1,16,1,30,1,1,6,1,1,9
ACC068885,3,2,1,3,12,2,30,1,1,4,1,2,2
ACC068886,2,2,4,5,12,2,30,1,1,2,1,1,1
ACC068887,3,2,4,5,1,9,70,0,1,2,1,2,2
ACC068888,2,2,1,1,13,2,70,2,1,1,1,1,1
ACC068889,2,2,1,7,10,9,70,1,1,6,2,1,3
ACC068890,3,3,1,5,7,1,60,0,6,3,1,2,2
ACC068891,2,3,1,2,9,9,70,1,7,1,4,2,3
ACC068892,3,1,2,4,8,2,60,1,5,7,1,2,1
ACC068893,3,3,1,1,16,1,30,0,1,7,5,2,1
ACC068894,3,2,4,2,8,3,30,2,5,2,1,1,4
ACC068895,3,1,1,4,7,1,30,0,4,9,1,2,9
ACC068896,3,2,2,1,12,2,70,2,4,1,1,1,1
ACC068897,3,2,2,2,10,1,30,0,5,3,1,1,1
ACC068898,3,2,1,5,11,2,70,0,5,1,3,2,1
ACC068899,2,2,3,5,9,7,30,0,4,2,2,1,2
ACC068900,3,2,1,6,13,12,30,0,4,6,1,1,9
ACC068901,3,2,1,2,4,2,60,4,1,2,4,2,1
ACC068902,3,1,1,7,22,9,50,1,1,4,1,1,11
ACC068903,3,4,1,4,12,2,70,1,4,1,5,1,1
ACC068904,3,3,2,1,16,6,70,0,1,2,5,2,9
ACC068905,3,1,1,4,9,7,60,1,1,1,1,2,1
ACC068906,3,2,1,6,6,2,40,1,1,1,1,1,9
ACC068907,3,3,1,5,17,12,30,4,5,2,3,1,5
ACC068908,3,2,1,1,13,3,70,4,6,2,1,1,1
ACC068909,2,4,1,6,15,7,50,1,1,1,1,1,11
ACC068910,2,2,2,3,6,1,50,0,1,2,1,1,11
ACC068911,3,4,2,2,18,7,30,0,1,2,1,1,9
ACC068912,2,2,1,3,7,9,40,1,1,2,1,1,1
ACC068913,3,4,1,5,9,2,30,2,1,1,1,1,1
ACC068914,3,1,2,2,12,1,40,1,1,2,2,2,9
ACC068915,3,3,3,7,19,1,70,4,1,2,1,2,1
ACC068916,3,2,1,5,19,12,30,2,1,2,2,1,11
ACC068917,3,2,4,3,16,1,60,0,1,5,2,1,1
ACC068918,1,3,4,6,17,3,60,1,6,2,2,1,5
ACC068919,3,2,1,7,9,9,30,0,4,7,2,1,1
ACC068920,2,2,4,6,9,7,70,0,1,9,2,1,1
ACC068921,3,2,1,4,19,2,70,4,5,4,2,1,11
ACC068922,2,2,2,7,11,2,60,1,1,1,3,1,3
ACC068923,3,2,1,2,17,6,30,1,1,1,1,2,9
ACC068924,3,1,1,3,10,6,20,1,1,4,2,1,1
ACC068925,3,1,1,3,8,6,50,0,4,1,1,1,5
ACC068926,3,2,1,3,18,2,30,0,1,1,1,1,1
ACC068927,1,2,1,2,15,2,30,0,4,6,4,1,9
ACC068928,3,2,1,5,14,1,30,0,1,2,2,1,1
ACC068929,3,2,3,2,20,1,30,1,1,1,1,1,11
ACC068930,3,1,1,7,17,1,60,0,1,8,2,1,3
ACC068931,3,1,2,3,21,9,40,0,1,3,1,1,1
ACC068932,3,2,3,3,16,1,30,1,1,2,1,1,1
ACC068933,3,4,1,3,7,2,60,2,1,1,1,1,1
ACC068934,3,4,1,1,21,7,60,4,5,2,2,1,9
ACC068935,3,1,2,7,14,2,60,0,1,3,4,1,1
ACC068936,1,2,1,2,10,7,60,2,1,3,4,2,1
ACC068937,2,3,1,5,17,12,30,0,1,1,3,1,3
ACC068938,3,1,1,1,15,3,60,4,1,2,1,1,1
ACC068939,3,2,1,1,19,1,60,2,1,2,3,1,9
ACC068940,3,2,1,3,9,1,70,0,1,5,1,1,9
ACC068941,3,3,1,4,4,1,70,0,1,2,4,1,1
ACC068942,3,2,2,3,16,2,30,1,1,1,2,1,1
ACC068943,3,2,2,1,19,7,30,4,4,1,1,1,3
ACC068944,2,4,1,2,15,6,30,1,1,3,2,1,3
ACC068945,3,1,2,3,11,2,40,1,6,3,2,2,3
ACC068946,1,3,2,3,16,2,20,1,4,1,1,1,4
ACC068947,3,2,1,7,7,7,60,2,4,1,3,1,1
ACC068948,3,1,2,4,13,7,30,1,4,1,2,2,11
ACC068949,2,2,2,4,15,7,50,0,1,1,2,1,3
ACC068950,3,3,1,5,8,3,60,1,1,1,4,2,1
ACC068951,3,2,3,4,13,2,60,2,1,5,2,1,3
ACC068952,3,2,1,4,9,2,30,0,6,2,2,2,9
ACC068953,2,3,1,6,7,1,70,0,1,8,1,2,3
ACC068954,3,2,1,2,12,2,40,0,5,6,2,1,5
ACC068955,3,2,5,6,15,2,50,1,1,2,4,1,1
ACC068956,2,2,1,5,16,7,60,2,1,2,2,1,1
ACC068957,3,2,1,7,9,1,30,1,6,5,1,1,9
ACC068958,3,2,1,7,10,1,30,1,1,1,3,1,3
ACC068959,3,2,2,1,13,6,60,0,6,1,1,2,3
ACC068960,2,3,1,6,7,12,30,1,1,1,1,1,5
ACC068961,3,1,1,6,7,9,60,1,4,1,1,2,1
ACC068962,3,3,2,4,12,2,60,1,1,1,2,2,3
ACC068963,3,3,1,5,9,3,30,0,1,1,4,1,9
ACC068964,3,1,1,5,16,7,70,1,1,1,2,2,11
ACC068965,3,1,1,7,14,2,60,4,5,2,3,2,11
ACC068966,3,2,1,1,6,2,50,4,4,3,2,1,1
ACC068967,3,2,1,4,9,2,30,0,1,2,1,1,2
ACC068968,3,2,1,6,23,9,60,1,1,1,5,2,1
ACC068969,2,2,3,3,17,9,30,2,6,1,1,1,1
ACC068970,3,2,2,4,21,2,70,4,4,1,1,1,1
ACC068971,3,2,1,4,13,1,30,2,4,2,2,2,1
ACC068972,2,2,2,6,11,2,40,0,1,4,1,2,1
ACC068973,3,1,1,7,11,2,60,1,5,1,2,1,3
ACC068974,3,1,1,5,13,2,40,0,4,1,2,1,1
ACC068975,3,2,2,1,10,7,30,0,1,1,2,1,1
ACC068976,3,1,1,4,14,2,40,0,1,1,1,2,9
ACC068977,3,2,2,5,9,2,50,1,5,1,1,1,5
ACC068978,3,3,2,4,12,1,70,2,1,1,1,1,1
ACC068979,2,1,2,7,15,1,50,4,4,1,1,1,9
ACC068980,3,3,1,3,21,3,50,0,6,8,3,1,1
ACC068981,2,3,5,7,9,2,50,1,4,5,1,1,1
ACC068982,3,4,1,5,9,2,60,0,4,2,1,1,9
ACC068983,2,1,1,3,13,2,30,0,5,4,1,1,3
ACC068984,3,2,4,3,21,12,30,0,1,1,2,1,1
ACC068985,3,2,2,2,20,6,30,2,1,1,5,2,3
ACC068986,3,1,1,3,15,3,30,1,1,1,1,1,1
ACC068987,1,2,2,5,21,9,70,4,1,2,1,1,5
ACC068988,3,3,3,2,18,2,60,2,5,5,2,2,9
ACC068989,3,1,1,7,11,7,30,0,4,1,1,1,1
ACC068990,3,2,3,3,6,9,30,1,4,1,2,2,1
ACC068991,3,2,1,5,17,2,50,0,5,5,2,1,1
ACC068992,2,2,4,5,12,2,70,1,1,1,1,2,11
ACC068993,3,2,2,6,8,3,30,1,6,2,2,1,5
ACC068994,3,3,2,2,16,9,70,2,1,2,2,1,3
ACC068995,2,3,2,4,8,2,30,2,1,1,3,1,1
ACC068996,3,2,1,1,11,2,30,1,4,3,2,2,11
ACC068997,3,2,2,5,14,1,30,4,1,1,2,1,3
ACC068998,3,3,2,5,17,12,60,2,1,1,1,1,9
ACC068999,3,1,1,7,12,2,40,0,1,6,1,1,1
ACC069000,3,1,2,6,4,2,30,2,6,1,1,1,1
ACC069001,3,1,1,6,15,1,60,0,6,1,2,1,11
ACC069002,3,3,1,1,7,6,40,0,6,1,4,1,9
ACC069003,3,2,1,7,7,3,30,0,1,1,3,1,9
ACC069004,3,2,1,2,8,1,30,0,1,1,1,1,9
ACC069005,3,2,1,2,10,9,70,0,1,1,1,1,1
ACC069006,3,1,1,1,12,2,30,0,7,2,4,2,1
ACC069007,3,2,2,2,9,2,70,1,1,1,2,2,9
ACC069008,2,2,2,5,11,6,30,4,6,5,1,1,9
ACC069009,3,1,1,7,6,3,40,4,1,1,2,1,11
ACC069010,3,2,1,7,14,6,60,0,6,3,1,2,1
ACC069011,3,4,2,3,12,9,50,4,6,1,1,2,2
ACC069012,3,3,1,6,15,2,30,0,1,1,2,1,4
ACC069013,3,2,1,3,9,2,60,1,1,1,1,2,3
ACC069014,3,3,1,7,13,9,30,1,1,5,1,1,1
ACC069015,3,1,1,4,16,2,40,0,4,1,2,1,1
ACC069016,3,2,1,5,11,1,30,1,4,1,2,1,1
ACC069017,3,2,2,1,1,2,70,1,6,1,1,2,9
ACC069018,3,1,1,1,6,2,40,1,1,2,1,2,1
ACC069019,3,1,2,3,14,9,20,0,1,7,1,1,1
ACC069020,3,2,1,2,6,12,30,0,1,1,1,2,3
ACC069021,2,2,2,3,18,6,30,1,5,2,1,1,9
ACC069022,3,2,2,4,12,2,60,1,4,2,1,2,4
ACC069023,2,2,4,5,9,1,30,2,4,8,2,1,3
ACC069024,3,2,2,5,16,2,30,1,4,3,2,1,1
ACC069025,3,2,2,7,1,12,60,0,5,1,2,2,2
ACC069026,3,1,2,7,15,2,30,2,1,1,1,2,1
ACC069027,3,1,1,1,12,3,30,4,4,2,1,1,4
ACC069028,2,2,1,1,8,9,60,2,1,2,3,2,5
ACC069029,2,1,1,2,18,7,50,0,4,1,4,2,3
ACC069030,3,2,1,1,7,7,20,4,4,2,1,1,3
ACC069031,3,2,2,5,18,9,30,1,4,2,1,1,1
ACC069032,3,4,2,4,16,3,50,0,5,1,2,1,5
ACC069033,3,1,4,7,13,12,50,1,4,2,2,2,4
ACC069034,3,3,3,7,2,2,60,2,1,6,2,1,1
ACC069035,3,1,1,2,2,2,50,0,1,1,1,1,3
ACC069036,3,3,2,7,8,2,50,0,6,4,1,2,11
ACC069037,3,1,1,5,7,7,50,0,1,1,5,2,1
ACC069038,3,3,2,6,2,2,40,2,1,1,2,2,1
ACC069039,3,4,1,6,16,9,70,0,1,7,1,2,11
ACC069040,3,2,1,7,9,7,60,0,1,2,2,1,3
ACC069041,3,2,3,2,9,9,70,1,1,2,1,1,1
ACC069042,3,3,2,3,18,7,30,1,1,1,1,2,3
ACC069043,3,1,2,7,15,7,30,1,1,1,2,1,1
ACC069044,1,2,1,6,11,1,60,2,4,1,1,1,1
ACC069045,3,2,1,6,19,7,30,0,5,2,1,2,1
ACC069046,3,3,4,2,13,2,30,2,1,2,1,1,4
ACC069047,3,1,1,2,8,2,60,0,1,1,1,1,5
ACC069048,3,3,3,4,21,1,70,4,4,1,1,1,1
ACC069049,2,1,3,6,8,2,30,2,1,2,2,1,1
ACC069050,2,2,2,1,16,12,70,0,1,7,1,1,9
ACC069051,3,2,1,3,16,6,60,1,1,2,2,2,11
ACC069052,3,1,1,5,19,12,40,1,6,2,2,1,3
ACC069053,3,3,2,5,7,1,30,1,4,4,2,1,3
ACC069054,2,3,2,4,17,2,70,0,1,1,2,2,4
ACC069055,3,2,2,3,7,1,70,0,6,1,4,1,3
ACC069056,3,2,1,3,16,12,30,2,1,2,1,1,1
ACC069057,3,2,3,1,7,1,40,0,4,4,2,2,3
ACC069058,3,2,1,1,8,9,40,1,5,2,1,1,1
ACC069059,3,2,2,1,20,9,30,0,1,1,2,2,1
ACC069060,3,2,2,7,21,1,30,1,1,1,3,1,4
ACC069061,2,2,1,7,19,1,70,2,4,2,2,1,3
ACC069062,3,1,2,6,7,9,60,2,1,2,1,1,5
ACC069063,3,2,1,6,1,12,20,1,1,1,5,1,3
ACC069064,3,1,1,6,15,2,50,2,1,2,3,1,1
ACC069065,3,2,1,1,22,2,60,0,1,2,1,2,11
ACC069066,3,3,4,7,11,9,30,2,1,2,1,1,11
ACC069067,3,2,1,7,12,1,30,2,1,2,1,2,1
ACC069068,2,1,1,3,12,3,30,0,1,4,1,1,3
ACC069069,3,3,1,4,13,2,40,2,4,4,1,2,1
ACC069070,3,2,1,6,21,12,30,2,1,1,1,1,1
ACC069071,3,2,4,7,19,1,30,0,1,9,1,1,1
ACC069072,3,4,1,6,17,2,40,0,1,1,1,1,1
ACC069073,3,1,1,3,9,2,50,2,1,1,1,1,1
ACC069074,3,1,1,2,13,7,60,1,1,1,1,1,1
ACC069075,3,2,1,1,18,9,30,1,1,5,3,1,9
ACC069076,3,2,1,2,18,9,30,0,1,4,2,1,9
ACC069077,3,3,4,6,14,9,30,1,1,2,1,2,4
ACC069078,3,1,1,3,6,9,30,4,1,1,1,1,1
ACC069079,3,2,1,5,19,12,30,4,4,3,1,1,3
ACC069080,3,2,1,1,15,1,20,1,4,1,1,1,3
ACC069081,3,1,1,3,10,1,30,0,1,5,1,1,1
ACC069082,2,2,1,5,11,2,60,1,1,1,2,2,1
ACC069083,3,2,1,2,18,9,40,1,1,1,1,1,11
ACC069084,3,1,2,5,23,6,50,0,1,8,2,2,1
ACC069085,3,1,1,7,16,9,30,1,4,2,2,1,3
ACC069086,3,2,1,1,6,1,60,0,1,1,1,2,9
ACC069087,3,2,1,7,9,2,30,4,1,1,1,1,5
ACC069088,3,1,2,2,18,2,40,1,1,5,1,1,11
ACC069089,1,2,1,3,18,9,40,1,1,1,1,1,1
ACC069090,3,2,4,1,7,12,30,0,1,1,4,2,5
ACC069091,3,2,3,5,13,3,70,2,1,1,3,2,1
ACC069092,3,2,1,3,6,6,30,4,1,2,1,1,2
ACC069093,3,2,2,2,9,9,60,2,1,6,1,1,9
ACC069094,3,1,1,5,17,1,50,0,1,7,1,2,1
ACC069095,3,2,1,3,16,9,40,0,5,9,2,1,3
ACC069096,3,2,1,4,14,2,40,2,1,2,1,1,5
ACC069097,1,3,2,4,20,3,30,0,6,4,2,1,1
ACC069098,3,2,2,1,14,1,30,4,7,2,1,1,3
ACC069099,3,1,1,2,18,2,50,0,1,2,1,1,2
ACC069100,2,1,1,6,9,2,60,1,6,4,1,2,4
ACC069101,3,3,1,3,12,7,30,0,1,5,1,1,1
ACC069102,3,2,2,3,14,12,30,2,1,1,2,1,11
ACC069103,2,2,5,2,13,12,50,2,4,7,1,2,1
ACC069104,2,2,4,1,9,1,30,0,4,4,2,1,1
ACC069105,2,3,1,7,10,2,30,2,1,3,1,2,9
ACC069106,3,2,1,7,16,2,60,2,6,5,1,1,1
ACC069107,3,2,2,7,4,9,60,0,4,2,2,2,3
ACC069108,3,2,1,4,12,6,30,0,1,4,2,1,3
ACC069109,2,2,2,6,10,9,30,1,4,2,5,1,11
ACC069110,3,3,1,1,20,7,70,2,1,2,2,1,1
ACC069111,2,3,1,4,16,9,30,1,1,1,2,2,5
ACC069112,3,1,3,6,6,1,60,1,1,5,1,1,1
ACC069113,3,3,1,2,13,12,20,2,1,5,1,1,1
ACC069114,3,2,1,4,20,9,30,2,7,8,2,1,5
ACC069115,3,2,1,1,9,1,40,1,6,1,2,1,3
ACC069116,3,1,1,6,7,2,30,0,1,1,1,2,11
ACC069117,3,4,1,2,6,12,40,0,1,2,1,1,3
ACC069118,3,1,2,4,8,3,30,2,4,5,1,1,3
ACC069119,3,2,2,7,11,7,50,1,4,4,1,1,1
ACC069120,2,2,3,3,20,3,30,4,4,2,2,1,3
ACC069121,3,2,1,2,17,2,30,1,1,3,2,1,1
ACC069122,2,2,1,5,19,1,30,1,7,1,1,2,3
ACC069123,2,3,3,2,8,2,60,4,4,2,1,1,9
ACC069124,3,3,2,3,13,6,70,1,1,1,1,1,5
ACC069125,3,3,2,6,13,2,30,2,4,1,1,1,1
ACC069126,1,3,5,3,20,2,70,0,4,4,1,2,11
ACC069127,3,2,2,3,16,2,30,0,1,2,1,1,5
ACC069128,2,3,2,7,22,3,70,2,4,1,1,1,1
ACC069129,3,1,1,4,10,3,70,1,1,2,3,2,4
ACC069130,3,4,1,1,16,12,30,2,4,1,1,1,1
ACC069131,3,1,2,6,18,2,50,1,4,1,1,2,9
ACC069132,3,2,2,2,8,6,20,0,1,1,1,2,1
ACC069133,3,2,1,2,16,6,50,4,1,1,1,2,9
ACC069134,3,2,1,6,5,7,20,0,1,1,2,1,9
ACC069135,3,2,1,6,21,6,60,0,1,1,1,1,3
ACC069136,3,4,1,2,9,7,50,0,1,1,1,1,1
ACC069137,3,1,1,3,3,1,30,4,1,2,2,1,2
ACC069138,1,4,3,7,22,12,40,0,5,1,3,2,11
ACC069139,2,1,2,7,13,3,60,0,1,5,1,2,5
ACC069140,3,1,1,3,7,9,60,2,5,4,1,1,1
ACC069141,3,3,1,5,19,1,30,1,1,4,1,1,5
ACC069142,3,4,2,1,14,2,50,0,1,2,3,1,3
ACC069143,3,3,1,7,16,2,30,0,1,1,2,1,1
ACC069144,3,3,1,5,6,9,60,0,1,1,1,2,1
ACC069145,3,2,1,3,13,1,30,0,1,2,2,2,2
